Tweet_id,score
1735,0.29833022
1736,0.18065777
1737,0.11992221
1738,0.3780878
1739,0.06328069
1740,0.44957253
1741,0.3216824
1742,HttpError
1743,HttpError
1744,HttpError
1745,0.61489457
1746,0.021714332
1747,0.43407887
1748,HttpError
1749,0.07454819
1750,HttpError
1751,0.061272256
1752,0.5271542
1753,0.38534635
1754,0.06500065
1755,HttpError
1756,HttpError
1757,HttpError
1758,0.020114506
1759,0.17640623
1760,0.24633738
1761,0.24006252
1762,0.20034392
1763,0.1345974
1764,0.09450739
1765,HttpError
1766,0.14044473
1767,HttpError
1768,HttpError
1769,0.03840524
1770,HttpError
1771,HttpError
1772,0.16494212
1773,0.12811525
1774,0.09141024
1775,0.22291945
1776,0.043709997
1777,0.112350285
1778,0.12203523
1779,0.20147713
1780,HttpError
1781,0.06499436
1782,0.65225124
1783,HttpError
1784,HttpError
1785,0.07749319
1786,0.043707985
1787,0.3478571
1788,0.09527205
1789,0.059412777
1790,HttpError
1791,0.030837081
1792,0.44029135
1793,0.8941358
1794,0.10767976
1795,0.06082977
1796,0.9156073
1797,0.2500275
1798,HttpError
1799,0.22122918
1800,0.1584677
1801,0.09486994
1802,HttpError
1803,0.0504337
1804,0.16140704
1805,HttpError
1806,0.039729476
1807,0.1466238
1808,0.3219233
1809,HttpError
1810,HttpError
1811,0.07697264
1812,0.43050146
1813,0.020541454
1814,HttpError
1815,0.08883255
1816,HttpError
1817,0.07200351
1818,0.22800072
1819,0.17163013
1820,0.04677899
1821,0.61819154
1822,HttpError
1823,0.22186437
1824,0.043974992
1825,0.21831726
1826,HttpError
1827,0.17462207
1828,0.842074
1829,0.13756609
1830,0.12428641
1831,0.53248316
1832,0.056229364
1833,0.10957057
1834,0.24434344
1835,0.161433
1836,0.2295475
1837,HttpError
1838,0.11686738
1839,HttpError
1840,0.13453388
1841,0.08773155
1842,HttpError
1843,0.04697797
1844,0.54618543
1845,HttpError
1846,0.054903142
1847,0.08567274
1848,0.18243948
1849,0.10367983
1850,0.12238395
1851,0.31334767
1852,HttpError
1853,0.12983105
1854,0.06402646
1855,HttpError
1856,HttpError
1857,HttpError
1858,0.36948752
1859,0.11806935
1860,0.27919185
1861,0.23905121
1862,HttpError
1863,0.2820977
1864,HttpError
1865,0.28229874
1866,0.08484828
1867,0.2548941
1868,0.08746489
1869,0.07755017
1870,0.47698244
1871,0.10735262
1872,HttpError
1873,0.10192998
1874,0.12259688
1875,HttpError
1876,0.22551264
1877,0.22830631
1878,0.074983366
1879,0.06537799
1880,0.2061916
1881,0.14410077
1882,0.12449524
1883,HttpError
1884,0.18743782
1885,0.24968904
1886,0.11616695
1887,0.24467772
1888,HttpError
1889,0.20326272
1890,0.0672459
1891,0.30521333
1892,HttpError
1893,0.22529374
1894,0.22529374
1895,0.2793753
1896,0.12120453
1897,0.13559057
1898,0.29388794
1899,0.0846683
1900,HttpError
1901,HttpError
1902,0.06423089
1903,HttpError
1904,0.31359592
1905,HttpError
1906,HttpError
1907,0.28045002
1908,HttpError
1909,HttpError
1910,0.33768812
1911,0.26212624
1912,0.21014303
1913,0.098587126
1914,0.13396713
1915,HttpError
1916,0.06795224
1917,HttpError
1918,0.37881187
1919,0.12409915
1920,0.20591013
1921,0.20653965
1922,0.19211642
1923,0.35275906
1924,0.123880155
1925,0.27601117
1926,HttpError
1927,0.66553557
1928,HttpError
1929,0.11057099
1930,0.24263242
1931,0.17048146
1932,0.09609264
1933,HttpError
1934,HttpError
1935,0.18544765
1936,HttpError
1937,HttpError
1938,HttpError
1939,HttpError
1940,0.3140739
1941,HttpError
1942,0.17555958
1943,HttpError
1944,0.20534816
1945,0.6519473
1946,HttpError
1947,0.438108
1948,0.22903684
1949,0.064253606
1950,0.37542966
1951,0.102971956
1952,0.21008947
1953,HttpError
1954,HttpError
1955,0.1391281
1956,0.25839505
1957,0.19447182
1958,0.12274235
1959,0.15497953
1960,0.11782961
1961,0.17802377
1962,0.15228795
1963,0.37434885
1964,HttpError
1965,0.42624566
1966,0.3598437
1967,0.12576088
1968,0.2302986
1969,0.14994437
1970,0.11972195
1971,HttpError
1972,0.122425824
1973,0.21812434
1974,0.2688591
1975,0.10473009
1976,HttpError
1977,0.10369071
1978,0.18079406
1979,0.26647705
1980,0.19813089
1981,0.83182734
1982,0.3583999
1983,0.29114595
1984,HttpError
1985,0.32248855
1986,HttpError
1987,0.27826512
1988,0.12124987
1989,HttpError
1990,0.014472613
1991,0.16431361
1992,HttpError
1993,HttpError
1994,HttpError
1995,HttpError
1996,0.18215932
1997,0.17961209
1998,0.1256216
1999,0.16996053
2000,0.16291507
2001,0.39471585
2002,0.27241042
2003,0.08540652
2004,HttpError
2005,HttpError
2006,0.24940535
2007,0.09690901
2008,0.21489584
2009,HttpError
2010,0.12103903
2011,0.18292117
2012,0.2774497
2013,0.46589994
2014,0.304305
2015,0.09412425
2016,0.12207066
2017,0.37944278
2018,0.16098838
2019,0.08983211
2020,0.31393254
2021,0.08762284
2022,HttpError
2023,0.049023423
2024,0.2746215
2025,HttpError
2026,0.09799022
2027,0.27963766
2028,HttpError
2029,0.2803322
2030,0.2791257
2031,HttpError
2032,0.119215816
2033,0.12955874
2034,0.6145268
2035,HttpError
2036,HttpError
2037,0.20387483
2038,0.22351667
2039,HttpError
2040,0.6231904
2041,0.05703484
2042,0.2557877
2043,0.36145544
2044,0.11667422
2045,HttpError
2046,0.17140874
2047,HttpError
2048,HttpError
2049,0.28628173
2050,HttpError
2051,HttpError
2052,HttpError
2053,HttpError
2054,0.22980274
2055,HttpError
2056,HttpError
2057,HttpError
2058,0.15647647
2059,HttpError
2060,HttpError
2061,0.32131353
2062,HttpError
2063,0.18799478
2064,0.31467253
2065,0.26034766
2066,0.36248928
2067,HttpError
2068,0.3757479
2069,0.08505916
2070,0.22641848
2071,HttpError
2072,0.43807364
2073,0.4893722
2074,0.19706084
2075,0.25564936
2076,HttpError
2077,HttpError
2078,0.68834144
2079,HttpError
2080,HttpError
2081,0.6519473
2082,0.17293294
2083,0.13350397
2084,0.059057653
2085,0.07058543
2086,0.24560603
2087,0.118567355
2088,0.2644634
2089,0.124576494
2090,0.4298641
2091,0.32218775
2092,0.38391227
2093,0.28296992
2094,0.18255815
2095,0.1150521
2096,0.3525156
2097,0.120053925
2098,0.14601164
2099,HttpError
2100,HttpError
2101,HttpError
2102,HttpError
2103,0.24013984
2104,0.42636135
2105,0.11421394
2106,0.23223573
2107,0.14557844
2108,0.07239784
2109,HttpError
2110,HttpError
2111,0.06755891
2112,0.5324019
2113,HttpError
2114,0.17648785
2115,HttpError
2116,0.09757066
2117,0.06598163
2118,HttpError
2119,0.356615
2120,0.24708329
2121,0.25279763
2122,HttpError
2123,0.28262347
2124,HttpError
2125,HttpError
2126,HttpError
2127,HttpError
2128,0.3740485
2129,HttpError
2130,0.10489971
2131,0.6180188
2132,HttpError
2133,HttpError
2134,0.08594465
2135,0.45320958
2136,0.19161552
2137,HttpError
2138,0.07918381
2139,0.2170432
2140,0.26608843
2141,0.24258767
2142,0.20875157
2143,0.048529442
2144,0.29659003
2145,HttpError
2146,HttpError
2147,0.23014061
2148,0.1345974
2149,0.3913274
2150,HttpError
2151,0.46589994
2152,0.1418042
2153,HttpError
2154,HttpError
2155,0.46589994
2156,HttpError
2157,0.04718548
2158,0.21027835
2159,HttpError
2160,0.17435394
2161,0.5130144
2162,HttpError
2163,0.161407
2164,HttpError
2165,0.12154764
2166,0.18537049
2167,0.084292464
2168,0.14121358
2169,HttpError
2170,HttpError
2171,HttpError
2172,0.24381007
2173,0.106138214
2174,0.34926713
2175,0.43301073
2176,0.19306414
2177,0.19720596
2178,0.08096002
2179,0.14695875
2180,0.06851752
2181,HttpError
2182,0.21010195
2183,0.08874398
2184,0.20422617
2185,0.30760953
2186,0.1224326
2187,0.1267403
2188,0.25360587
2189,0.23139241
2190,0.28292587
2191,HttpError
2192,0.0732782
2193,HttpError
2194,HttpError
2195,HttpError
2196,0.09879782
2197,HttpError
2198,HttpError
2199,0.43788156
2200,0.26444447
2201,HttpError
2202,0.048971
2203,0.29009974
2204,0.29063734
2205,0.08907165
2206,HttpError
2207,0.069564685
2208,HttpError
2209,0.05520996
2210,0.08868226
2211,0.29629427
2212,0.18421556
2213,0.19303809
2214,HttpError
2215,0.22047512
2216,0.08213515
2217,0.11947569
2218,0.17594968
2219,HttpError
2220,0.07769036
2221,0.16008413
2222,HttpError
2223,0.23956396
2224,0.30646276
2225,HttpError
2226,0.09093454
2227,0.03552928
2228,HttpError
2229,0.1936586
2230,0.17954652
2231,HttpError
2232,HttpError
2233,HttpError
2234,0.19972518
2235,HttpError
2236,0.16248411
2237,HttpError
2238,0.15235804
2239,HttpError
2240,HttpError
2241,0.10871114
2242,0.06762332
2243,0.19886063
2244,0.09570587
2245,0.008179854
2246,0.27757153
2247,0.087264754
2248,0.120732285
2249,0.053572524
2250,0.06407301
2251,0.009415776
2252,0.3218984
2253,HttpError
2254,HttpError
2255,0.29803705
2256,0.06192574
2257,0.23030537
2258,0.12015639
2259,HttpError
2260,0.25622773
2261,0.22926602
2262,0.3211811
2263,0.37731105
2264,HttpError
2265,0.3573584
2266,0.06984932
2267,0.3155967
2268,HttpError
2269,HttpError
2270,0.21157552
2271,HttpError
2272,HttpError
2273,HttpError
2274,HttpError
2275,HttpError
2276,HttpError
2277,0.119207844
2278,0.2406313
2279,0.111158505
2280,HttpError
2281,HttpError
2282,HttpError
2283,0.12070808
2284,HttpError
2285,0.1355788
2286,HttpError
2287,HttpError
2288,0.55071336
2289,HttpError
2290,0.33802727
2291,HttpError
2292,HttpError
2293,HttpError
2294,0.09326611
2295,HttpError
2296,0.3131468
2297,0.34602812
2298,0.41782886
2299,0.15998021
2300,0.15409178
2301,HttpError
2302,HttpError
2303,HttpError
2304,0.15070447
2305,0.108330965
2306,0.22363977
2307,HttpError
2308,HttpError
2309,HttpError
2310,0.096003234
2311,0.1333341
2312,HttpError
2313,0.09577704
2314,HttpError
2315,0.19119488
2316,0.117579244
2317,HttpError
2318,0.123754054
2319,0.43047747
2320,HttpError
2321,0.10883253
2322,HttpError
2323,0.27995366
2324,0.29080355
2325,HttpError
2326,0.11448763
2327,0.08401077
2328,0.1813613
2329,HttpError
2330,0.06508372
2331,0.22847833
2332,HttpError
2333,0.40976435
2334,0.06450444
2335,HttpError
2336,0.2365912
2337,0.08331571
2338,0.07054074
2339,HttpError
2340,0.116187945
2341,0.13255915
2342,0.11762841
2343,0.0733832
2344,HttpError
2345,HttpError
2346,0.18381648
2347,0.21050698
2348,HttpError
2349,HttpError
2350,HttpError
2351,0.1709198
2352,HttpError
2353,0.120604314
2354,HttpError
2355,HttpError
2356,0.14188094
2357,HttpError
2358,0.46589994
2359,0.07962314
2360,0.36017975
2361,0.15371147
2362,0.61802065
2363,HttpError
2364,0.11710274
2365,0.25442216
2366,0.1538095
2367,HttpError
2368,0.21908629
2369,0.10247029
2370,0.15039627
2371,HttpError
2372,HttpError
2373,0.085937575
2374,HttpError
2375,0.115583815
2376,0.09129838
2377,0.2250757
2378,0.3764404
2379,HttpError
2380,0.10413642
2381,0.13611089
2382,0.1441253
2383,HttpError
2384,0.30323258
2385,0.24298374
2386,0.24304414
2387,0.017748931
2388,0.13461575
2389,0.22574231
2390,0.45335805
2391,0.20882644
2392,0.10934385
2393,0.18058932
2394,HttpError
2395,HttpError
2396,0.2316776
2397,0.16246095
2398,HttpError
2399,0.7607636
2400,HttpError
2401,0.18915108
2402,0.11484349
2403,0.5227844
2404,HttpError
2405,0.23531808
2406,0.43714583
2407,0.10327409
2408,0.2152538
2409,0.43609226
2410,0.12761348
2411,HttpError
2412,0.12556097
2413,0.48335552
2414,0.26979575
2415,0.15838777
2416,0.2052634
2417,0.22986123
2418,0.22442473
2419,HttpError
2420,0.16832829
2421,0.18497008
2422,0.19297104
2423,0.312499
2424,0.21217546
2425,0.22549376
2426,HttpError
2427,HttpError
2428,HttpError
2429,0.08298606
2430,0.3213628
2431,0.50248486
2432,0.22555603
2433,0.08797796
2434,0.0649278
2435,0.18565302
2436,0.22374325
2437,HttpError
2438,0.32715797
2439,0.33427864
2440,HttpError
2441,HttpError
2442,0.13667333
2443,0.07156328
2444,0.062146123
2445,0.23072283
2446,0.11752731
2447,0.5135175
2448,HttpError
2449,0.5055135
2450,0.31401736
2451,0.43997958
2452,0.23723969
2453,0.19756627
2454,HttpError
2455,0.3871683
2456,0.06494861
2457,0.29027593
2458,HttpError
2459,0.37415737
2460,0.35947308
2461,0.18519983
2462,HttpError
2463,HttpError
2464,0.25447717
2465,HttpError
2466,HttpError
2467,HttpError
2468,0.15794377
2469,HttpError
2470,0.22183838
2471,0.49013415
2472,0.23898767
2473,HttpError
2474,HttpError
2475,0.05614596
2476,0.057747938
2477,0.0708153
2478,0.3634495
2479,0.17253648
2480,HttpError
2481,0.13111703
2482,HttpError
2483,0.28249526
2484,0.27798477
2485,0.22428036
2486,0.46589994
2487,0.32236388
2488,0.12631387
2489,0.21474493
2490,0.09039839
2491,0.12887917
2492,HttpError
2493,0.070312485
2494,0.09379988
2495,0.1695892
2496,0.46589994
2497,0.1484312
2498,0.15364562
2499,0.117332354
2500,0.21749417
2501,0.17156965
2502,HttpError
2503,0.16535345
2504,HttpError
2505,0.19519089
2506,0.19713058
2507,0.47703516
2508,0.14436102
2509,0.47068134
2510,0.11774144
2511,0.4925741
2512,0.5030624
2513,0.38277832
2514,0.43421403
2515,HttpError
2516,HttpError
2517,0.21696042
2518,0.11979538
2519,0.43953893
2520,HttpError
2521,HttpError
2522,HttpError
2523,HttpError
2524,0.11196345
2525,0.4369218
2526,0.25389725
2527,0.23109148
2528,0.18137199
2529,0.12850128
2530,0.27157056
2531,0.17766123
2532,HttpError
2533,0.22902644
2534,0.22642179
2535,HttpError
2536,HttpError
2537,HttpError
2538,0.104363844
2539,0.11333372
2540,HttpError
2541,0.15111968
2542,0.04675049
2543,HttpError
2544,0.68710625
2545,HttpError
2546,0.1821059
2547,0.32137012
2548,0.316209
2549,0.13458449
2550,HttpError
2551,HttpError
2552,0.14807329
2553,0.21148302
2554,0.11769783
2555,HttpError
2556,HttpError
2557,HttpError
2558,0.28845778
2559,0.43174213
2560,0.113389686
2561,0.12630102
2562,0.3355754
2563,HttpError
2564,0.19434924
2565,0.15294573
2566,0.22959715
2567,0.44149506
2568,HttpError
2569,0.037950452
2570,0.2188149
2571,HttpError
2572,0.7143426
2573,0.26074135
2574,0.5859479
2575,0.38677347
2576,HttpError
2577,0.32162055
2578,HttpError
2579,HttpError
2580,HttpError
2581,HttpError
2582,HttpError
2583,0.36529422
2584,HttpError
2585,0.14064243
2586,0.16189057
2587,0.068572894
2588,HttpError
2589,HttpError
2590,0.15141594
2591,0.6079781
2592,0.079128206
2593,0.1546167
2594,HttpError
2595,0.23306686
2596,0.19643189
2597,HttpError
2598,0.16169748
2599,0.5313036
2600,HttpError
2601,HttpError
2602,0.08107284
2603,0.12243831
2604,0.12803467
2605,0.22940402
2606,0.64068305
2607,HttpError
2608,0.28370818
2609,0.16476473
2610,0.057383277
2611,HttpError
2612,0.23499404
2613,0.19529873
2614,0.5656482
2615,0.2229221
2616,0.26612425
2617,HttpError
2618,HttpError
2619,0.35760677
2620,0.121772714
2621,HttpError
2622,0.16660322
2623,0.04036497
2624,0.24349129
2625,0.25436774
2626,0.30694202
2627,0.29896966
2628,0.4964984
2629,0.29480663
2630,0.32177475
2631,HttpError
2632,0.43865806
2633,0.23855515
2634,0.25231367
2635,0.11790079
2636,0.18323374
2637,HttpError
2638,HttpError
2639,0.13722408
2640,0.07813601
2641,0.20375538
2642,0.09347834
2643,0.23636648
2644,0.1193355
2645,0.13264543
2646,HttpError
2647,HttpError
2648,HttpError
2649,0.36760426
2650,0.43036482
2651,HttpError
2652,0.24892017
2653,0.07897994
2654,HttpError
2655,0.27150798
2656,HttpError
2657,0.2206099
2658,HttpError
2659,0.11933026
2660,HttpError
2661,0.7143426
2662,0.22746575
2663,HttpError
2664,HttpError
2665,HttpError
2666,0.22469826
2667,0.1830656
2668,0.1539199
2669,0.2266019
2670,0.44456708
2671,0.25224623
2672,0.38625515
2673,HttpError
2674,HttpError
2675,0.38176244
2676,0.077682145
2677,0.46589994
2678,HttpError
2679,0.041598216
2680,0.128218
2681,HttpError
2682,HttpError
2683,HttpError
2684,0.21304588
2685,0.2732409
2686,0.3678418
2687,0.10558272
2688,0.7143426
2689,HttpError
2690,0.09487082
2691,0.07837329
2692,0.09638133
2693,0.07568128
2694,0.0632907
2695,HttpError
2696,HttpError
2697,0.14655331
2698,0.1744141
2699,0.35483852
2700,HttpError
2701,HttpError
2702,HttpError
2703,0.24880455
2704,HttpError
2705,0.22684738
2706,0.2802529
2707,0.18373129
2708,0.12901351
2709,HttpError
2710,HttpError
2711,HttpError
2712,0.37369657
2713,0.06858789
2714,HttpError
2715,0.375265
2716,HttpError
2717,0.15601015
2718,0.0675582
2719,0.6519473
2720,0.17276058
2721,0.12586556
2722,HttpError
2723,HttpError
2724,HttpError
2725,HttpError
2726,HttpError
2727,0.007046561
2728,HttpError
2729,HttpError
2730,0.15327163
2731,0.30669978
2732,0.16671398
2733,HttpError
2734,0.07347485
2735,HttpError
2736,0.2083536
2737,0.30573678
2738,0.18860784
2739,HttpError
2740,0.45499417
2741,HttpError
2742,0.067380786
2743,0.07282461
2744,HttpError
2745,HttpError
2746,HttpError
2747,0.37240526
2748,0.059412777
2749,0.552958
2750,0.08548494
2751,0.24628794
2752,0.3085722
2753,0.3223992
2754,HttpError
2755,HttpError
2756,HttpError
2757,0.17865904
2758,HttpError
2759,HttpError
2760,0.06592535
2761,0.3958012
2762,0.1236178
2763,HttpError
2764,HttpError
2765,HttpError
2766,0.041557007
2767,0.13739024
2768,HttpError
2769,HttpError
2770,0.20459391
2771,HttpError
2772,0.10703833
2773,0.6470137
2774,0.17178352
2775,0.23762074
2776,0.27461672
2777,0.30396816
2778,HttpError
2779,0.22059952
2780,0.17790376
2781,0.053957228
2782,0.20178421
2783,0.2728271
2784,0.22615373
2785,0.11790334
2786,0.21826963
2787,0.12368912
2788,0.23516871
2789,0.2326123
2790,0.24407691
2791,0.0899167
2792,HttpError
2793,0.22750808
2794,0.20658469
2795,0.1777504
2796,HttpError
2797,0.0706318
2798,0.68672085
2799,0.16351782
2800,0.12158499
2801,0.122130625
2802,HttpError
2803,0.19483016
2804,HttpError
2805,0.08849438
2806,0.2393041
2807,0.10897625
2808,0.12148966
2809,0.0918357
2810,0.20847583
2811,0.20746665
2812,HttpError
2813,0.15605439
2814,0.087981366
2815,0.5398131
2816,0.11037493
2817,0.06626785
2818,0.32229504
2819,HttpError
2820,HttpError
2821,0.023730684
2822,HttpError
2823,HttpError
2824,0.035040278
2825,HttpError
2826,HttpError
2827,0.2815293
2828,0.11665936
2829,HttpError
2830,0.20245333
2831,HttpError
2832,0.4422423
2833,0.31404468
2834,0.08453494
2835,0.2256818
2836,0.13093674
2837,0.09266629
2838,0.27628848
2839,0.32207042
2840,HttpError
2841,0.11495985
2842,0.32143772
2843,0.20088227
2844,0.25209406
2845,0.22451416
2846,HttpError
2847,0.124127604
2848,HttpError
2849,0.09119462
2850,HttpError
2851,0.5309902
2852,0.21934275
2853,0.24593063
2854,0.18082984
2855,HttpError
2856,0.19037826
2857,0.32347625
2858,0.07477079
2859,0.20158125
2860,0.27947474
2861,0.074530646
2862,0.1954027
2863,0.24058962
2864,0.21971107
2865,HttpError
2866,0.35502353
2867,HttpError
2868,0.17431454
2869,0.27798262
2870,0.22137012
2871,0.1499007
2872,HttpError
2873,HttpError
2874,HttpError
2875,0.040915318
2876,0.19156297
2877,0.11857175
2878,0.28008577
2879,0.075615436
2880,0.2265244
2881,0.22330402
2882,0.35883814
2883,HttpError
2884,HttpError
2885,0.17671895
2886,0.119654775
2887,0.109282695
2888,HttpError
2889,0.14592606
2890,HttpError
2891,0.41246834
2892,HttpError
2893,0.035721276
2894,0.18428926
2895,0.6736672
2896,0.4396654
2897,0.21838138
2898,0.18575333
2899,HttpError
2900,0.12245829
2901,0.15596093
2902,0.43247145
2903,0.24224448
2904,HttpError
2905,0.12837149
2906,0.21066424
2907,0.09748473
2908,0.10947008
2909,0.15787229
2910,0.34386775
2911,0.06995253
2912,0.23879768
2913,HttpError
2914,HttpError
2915,HttpError
2916,HttpError
2917,0.32184303
2918,HttpError
2919,HttpError
2920,0.07393027
2921,0.25204277
2922,HttpError
2923,0.12012989
2924,HttpError
2925,0.34628606
2926,0.251527
2927,HttpError
2928,HttpError
2929,HttpError
2930,0.10460035
2931,0.18430741
2932,0.06638903
2933,0.13847661
2934,0.4335277
2935,HttpError
2936,0.29550436
2937,0.2913476
2938,0.18524857
2939,HttpError
2940,0.13581096
2941,0.32203645
2942,0.15981494
2943,0.24456109
2944,0.2787896
2945,0.15544997
2946,0.24963595
2947,HttpError
2948,0.234501
2949,HttpError
2950,0.20436113
2951,HttpError
2952,0.12091652
2953,HttpError
2954,0.15576679
2955,0.2160351
2956,0.4425028
2957,0.08262493
2958,HttpError
2959,0.28305113
2960,0.07991684
2961,0.16013394
2962,HttpError
2963,HttpError
2964,0.36633974
2965,HttpError
2966,0.28305113
2967,0.059222776
2968,0.24960056
2969,HttpError
2970,HttpError
2971,0.07010779
2972,HttpError
2973,0.045109104
2974,0.8328071
2975,0.12162864
2976,0.22046256
2977,0.28313246
2978,0.32121482
2979,0.07257779
2980,0.1178355
2981,HttpError
2982,0.37984827
2983,0.44097945
2984,0.076135635
2985,0.027134515
2986,0.06200914
2987,0.26497218
2988,0.25128707
2989,0.2241685
2990,0.24646404
2991,0.43305218
2992,HttpError
2993,0.16367555
2994,0.3851655
2995,HttpError
2996,0.15893938
2997,0.32211804
2998,0.9244097
2999,HttpError
3000,0.07449051
